date,team,player,position,crimeraw,desc
2/22/2000,KC,Tamarick Vanover,WR,theft,"Accused of assisting in the sale of a stolen vehicle, arranging to have it moved from Kansas City to Florida in exchange for $10,000."
2/21/2000,NO,Ricky Williams,RB,failure to appear,"Pulled over in Austin, Texas, accused of improperly signaling lane change, failure to appear in court for previous traffic incidents."
2/19/2000,TEN,Benji Olson,OG,dui,"Pulled over at a shopping center in Hopkinsville, Ky., accused of drunk driving. Blood-alcohol measured at .09."
2/16/2000,KC,Andre Rison,WR,theft,"Accused of renting but not returning a $1,100 audio recorder from Guitar World in Overland Park, Kan."
2/6/2000,NYJ,Wayne Chrebet,WR,disorderly conduct,"Accused of disorderly conduct in altercation outside the Bamboo Bar in Seaside Heights, N.J."
2/6/2000,IND,Keith Elias,RB,disorderly conduct,"Accused of resisting arrest and disorderly conduct in incident outside Bamboo Bar in Seaside Heights, N.J., along with Wayne Chrebet of the Jets."
2/5/2000,CIN,Steve Foley,LB,domestic violence,"Accused of kicking in the door of his son's mother and grabbing her by the throat in Ouachita Parish, La."
2/3/2000,CAR,Fred Lane,RB,drugs,"Police pulled him over in Jackson, Tenn., for moving slowly and said they found an assault rifle in the trunk of his Mercedes and marijuana on the men n the car."
2/3/2000,CAR,Fred Lane,RB,firearms,"Police pulled him over in Jackson, Tenn., for moving slowly and said they found an assault rifle in the trunk of his Mercedes and marijuana on the men n the car."
1/31/2000,BAL,Ray Lewis,LB,murder,Accused of murder in the stabbing deaths of two men outside a nightclub in Atlanta on the night of the Super Bowl.
1/24/2000,DEN,Rod Smith,WR,domestic violence,"Accused of choking, beating and shoving his common-law wife at home near Denver."
